	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché	identifiant
34	der Ameisenbär, en, en	le renard plaire/lisatis 	False	Zoologie_Botanique	12	1	der Ameisenbär	True	Ameisenbär	6357
35	das Gürteltier, e	la tanière du renard	False	Zoologie_Botanique	12	1	das Gürteltier	True	Gürteltier	6358
36	"der Maulwurf, ""&"	l'ours	False	Zoologie_Botanique	12	1	der Maulwurf	True	Maulwurf	6359
37	der Maulwurfhügel, -	l'ourse ; l'ourson 	False	Zoologie_Botanique	12	1	der Maulwurfhügel	True	Maulwurfhügel	6360
38	in der Erde wühlen	l'ours blanc	False	Zoologie_Botanique	12	1		False		6361
39	das Wühltier, e	le grizzli	False	Zoologie_Botanique	12	1	das Wühltier	True	Wühltier	6362
40	das Faultier (ein Blattfresser)	grogner	False	Zoologie_Botanique	12	1		False		6363
41	Nagetiere nol	le panda	False	Zoologie_Botanique	12	1		False		6364
42	nagen an+D	le raton laveur	False	Zoologie_Botanique	12	1		False		6365
43	"die Feldmaus, ""e"	ogrands élins, auves 	False	Zoologie_Botanique	12	1	die Feldmaus	True	Feldmaus	6366
44	der Biber, -	la gueule	False	Zoologie_Botanique	12	1	der Biber	True	Biber	6367
45	die Zibetkatze, n	la patte ; les griffes 	False	Zoologie_Botanique	12	1	die Zibetkatze	True	Zibetkatze	6368
46	das Meerschweinchen, -	le coup de griffe	False	Zoologie_Botanique	12	1	das Meerschweinchen	True	Meerschweinchen	6369
47	das Eichhörnchen, -	feuler ; rugir	False	Zoologie_Botanique	12	1	das Eichhörnchen	True	Eichhörnchen	6370
48	das Flughörnchen	épier, guetter tr	False	Zoologie_Botanique	12	1	das Flughörnchen	True	Flughörnchen	6371
49	das Feh, &	bondir sur	False	Zoologie_Botanique	12	1	das Feh	True	Feh	6372
50	die Ginsterkatze, n	se jeter sur	False	Zoologie_Botanique	12	1	die Ginsterkatze	True	Ginsterkatze	6373
51	"die Springmaus, ""e"	dépecer, déchirer	False	Zoologie_Botanique	12	1	die Springmaus	True	Springmaus	6374
52	der Goldhamster, -	le repaire, la tanière	False	Zoologie_Botanique	12	1	der Goldhamster	True	Goldhamster	6375
53	das Wildkaninchen, -	le chat orestier/sauvage	False	Zoologie_Botanique	12	1	das Wildkaninchen	True	Wildkaninchen	6376
54	das Kanin(chenfell), &	le guépard	False	Zoologie_Botanique	12	1	das Kanin(chenfell)	True	Kanin(chenfell)	6377
55	der Rammler, -	l’hyène ; 	False	Zoologie_Botanique	12	1	der Rammler	True	Rammler	6378
56	die Häsin, nen	le jaguar	False	Zoologie_Botanique	12	1	die Häsin	True	Häsin	6379
57	das junge Kaninchen, -	le lion	False	Zoologie_Botanique	12	1		False		6380
58	der Bau, @	la crinière	False	Zoologie_Botanique	12	1	der Bau	True	Bau	6381
59	die Röhre, n	la lionne ; le lionceau	False	Zoologie_Botanique	12	1	die Röhre	True	Röhre	6382
60	der Kessel, -/die Kammer, n	le lynx, le loup-cervier	False	Zoologie_Botanique	12	1	der Kessel	True	Kessel	6383
61			False	Zoologie_Botanique	12	1		False		6384
0	plante	linflorescence 	False	Zoologie_Botanique	14	0		False		6385
1	die Pflanze, n, das Gewächs, 	la grappe	False	Zoologie_Botanique	14	0	die Pflanze	True	Pflanze	6386
2	einhäusig ; zweihäusig	’ombelle 	False	Zoologie_Botanique	14	0		False		6387
3	einjährig ; zweijährig	cyme bipare	False	Zoologie_Botanique	14	0		False		6388
4	mehrjährig	le corymbe	False	Zoologie_Botanique	14	0		False		6389
5	die Staude, n	le capitule	False	Zoologie_Botanique	14	0	die Staude	True	Staude	6390
6	die Wasserpflanze	épi ; l'épillet 	False	Zoologie_Botanique	14	0	die Wasserpflanze	True	Wasserpflanze	6391
7	die Fleisch fressende Pflanze	chaton	False	Zoologie_Botanique	14	0		False		6392
8	der Epiphyt, en, en	le calice ; le sépale	False	Zoologie_Botanique	14	0	der Epiphyt	True	Epiphyt	6393
9	die Wurzel, n ; die Hauptwurzel ; die Adventivwurzel	la spathe	False	Zoologie_Botanique	14	0	die Wurzel	True	Wurzel	6394
10	die Pfahlwurzel	le spadice	False	Zoologie_Botanique	14	0	die Pfahlwurzel	True	Pfahlwurzel	6395
11	das Würzelchen, -	la panicule ; paniculé	False	Zoologie_Botanique	14	0	das Würzelchen	True	Würzelchen	6396
12	das Wurzelhaar, e	corolle	False	Zoologie_Botanique	14	0	das Wurzelhaar	True	Wurzelhaar	6397
13	die Wurzelhaubs, n	le pétale	False	Zoologie_Botanique	14	0	die Wurzelhaubs	True	Wurzelhaubs	6398
14	die Wurzelknolle, n	le carpelle	False	Zoologie_Botanique	14	0	die Wurzelknolle	True	Wurzelknolle	6399
15	Wurzeln schlagen, u, a, ä	bractée	False	Zoologie_Botanique	14	0		False		6400
16	wurzeln (in+D)	'étamine 	False	Zoologie_Botanique	14	0		False		6401
17	fest verwurzelt	ilet	False	Zoologie_Botanique	14	0		False		6402
18	die Sprossachse, n	’anthère 	False	Zoologie_Botanique	14	0	die Sprossachse	True	Sprossachse	6403
19	sprießen*, 0, 0	le pollen	False	Zoologie_Botanique	14	0		False		6404
20	der Spross, e, der Trieb, e	pistil	False	Zoologie_Botanique	14	0	der Spross	True	Spross	6405
21	der Wurzelspross/der Wurzelschössling, e	’ovaire 	False	Zoologie_Botanique	14	0	"der Wurzelspross
der"	True	"Wurzelspross
der"	6406
22	der Stängel, -, der Stiel, e	style	False	Zoologie_Botanique	14	0	der Stängel	True	Stängel	6407
23	eine stängellose Pflanze	le stigmate	False	Zoologie_Botanique	14	0		False		6408
24	"der Wurzelstock, ""e"	la loraison	False	Zoologie_Botanique	14	0	der Wurzelstock	True	Wurzelstock	6409
25	die Zwiebel, n	fleurir	False	Zoologie_Botanique	14	0	die Zwiebel	True	Zwiebel	6410
26	die Sprossknolle, n	l’éclosion 	False	Zoologie_Botanique	14	0	die Sprossknolle	True	Sprossknolle	6411
27	die Kletterpflanze	éclater, éclore	False	Zoologie_Botanique	14	0	die Kletterpflanze	True	Kletterpflanze	6412
28	die Rankenpflanze	s'épanouir	False	Zoologie_Botanique	14	0	die Rankenpflanze	True	Rankenpflanze	6413
29	die Ranke, n	L'arbre va leurir.	False	Zoologie_Botanique	14	0	die Ranke	True	Ranke	6414
30	die Liane, n	être en ileur	False	Zoologie_Botanique	14	0	die Liane	True	Liane	6415
31	die Haftwurzel, n	un arbre couvert de leurs	False	Zoologie_Botanique	14	0	die Haftwurzel	True	Haftwurzel	6416
32	die Luftwurzel	un rameau en leur	False	Zoologie_Botanique	14	0	die Luftwurzel	True	Luftwurzel	6417
33	die Windepflanze	une prairie leurie	False	Zoologie_Botanique	14	0	die Windepflanze	True	Windepflanze	6418
34	die Kriechpflanze	à leurs, leuri 	False	Zoologie_Botanique	14	0	die Kriechpflanze	True	Kriechpflanze	6419
35	der Ausläufer, -	à grandes leurs ; à l, rouge	False	Zoologie_Botanique	14	0	der Ausläufer	True	Ausläufer	6420
36	"der Dorn, en/""er"	florifère ; ultiflore	False	Zoologie_Botanique	14	0	der Dorn	True	Dorn	6421
37	der Stachel, n	le parfum	False	Zoologie_Botanique	14	0	der Stachel	True	Stachel	6422
38	dornig, stachelig	dégager/exhaler un parfum	False	Zoologie_Botanique	14	0		False		6423
39	die (Blatt)knospe, n	parfumé ; odor(iférjant	False	Zoologie_Botanique	14	0	die (Blatt)knospe	True	(Blatt)knospe	6424
40	Endknospe ; Achselknospe	GCetie rose embaume.	False	Zoologie_Botanique	14	0		False		6425
41	die (Blüten)knospe	Le jardin embaume le lilas.	False	Zoologie_Botanique	14	0	die (Blüten)knospe	True	(Blüten)knospe	6426
42	"das Auge, n, der Knospenansatz, ""e"	la graine	False	Zoologie_Botanique	14	0	das Auge	True	Auge	6427
43	Knospen treiben, ie, ie	le cotylédon	False	Zoologie_Botanique	14	0		False		6428
44	der Knoten, - ; das Internodium, ien	le germe	False	Zoologie_Botanique	14	0	der Knoten	True	Knoten	6429
45	"das Blatt, ""er"	la germination; germer	False	Zoologie_Botanique	14	0	das Blatt	True	Blatt	6430
46	gegenständig ; wechselständig	la plantule	False	Zoologie_Botanique	14	0		False		6431
47	zusammengesetzt ; einfach	le ruit 	False	Zoologie_Botanique	14	0		False		6432
48	gesägt ; gekerbt	le péricarpe	False	Zoologie_Botanique	14	0		False		6433
49	gelappt ; dreilappig	la peau	False	Zoologie_Botanique	14	0		False		6434
50	gefingert ; dreiblättrig	lendocarpe 	False	Zoologie_Botanique	14	0		False		6435
51	pfeiltörmig	le pédoncule, la queue	False	Zoologie_Botanique	14	0		False		6436
52	der Blattstiel, e, der Blattstängel, -	le ruit charnu	False	Zoologie_Botanique	14	0	der Blattstiel	True	Blattstiel	6437
53	gestielt ; ungestielt	la chair, la pulpe	False	Zoologie_Botanique	14	0		False		6438
54	das Nebenblatt	la baie	False	Zoologie_Botanique	14	0	das Nebenblatt	True	Nebenblatt	6439
55	die Spreite, n	le pépin	False	Zoologie_Botanique	14	0	die Spreite	True	Spreite	6440
56	die (Blat/rippe, n, die (Blatt)ader, n	sans pépins	False	Zoologie_Botanique	14	0		False		6441
57	die Blume, n/die Blüte, n	la drupe, le ruit à noyau	False	Zoologie_Botanique	14	0	die Blume	True	Blume	6442
58	ein einblütiger Stängel	le noyau	False	Zoologie_Botanique	14	0		False		6443
59	die Blütenachse, n	l’amande 	False	Zoologie_Botanique	14	0	die Blütenachse	True	Blütenachse	6444
60		le ruit sec	False	Zoologie_Botanique	14	0		False		6445
61		le ruit déhiscent	False	Zoologie_Botanique	14	0		False		6446
62		 	False	Zoologie_Botanique	14	0		False		6447
63			False	Zoologie_Botanique	14	0		False		6448
0	"der Blütenstand, ""e"	la plante, le végétal	False	Zoologie_Botanique	14	1	der Blütenstand	True	Blütenstand	6449
1	die Traube, n	monoïque ; dioïque	False	Zoologie_Botanique	14	1	die Traube	True	Traube	6450
2	die Dolde, n	annuel ; bisannuel	False	Zoologie_Botanique	14	1	die Dolde	True	Dolde	6451
3	die Trugdolde	vivace, pluriannuel	False	Zoologie_Botanique	14	1	die Trugdolde	True	Trugdolde	6452
4	die Doldentraube, n	la plante herbacée vivace	False	Zoologie_Botanique	14	1	die Doldentraube	True	Doldentraube	6453
5	das Körbchen, -, das Köpfchen, -	la plante aquatique	False	Zoologie_Botanique	14	1	das Körbchen	True	Körbchen	6454
6	die Ähre, n ; das Ährchen, -	la plante carnivore	False	Zoologie_Botanique	14	1	die Ähre	True	Ähre	6455
7	das Kätzchen, -	la pl. épiphyte/l'épiphyte 	False	Zoologie_Botanique	14	1	das Kätzchen	True	Kätzchen	6456
8	"der Kelch, e ; das Kelchblatt, ""er"	la racine ; la r, principale ; la r, adventive	False	Zoologie_Botanique	14	1	der Kelch	True	Kelch	6457
9	die Scheide, n	la racine pivotante/le pivot	False	Zoologie_Botanique	14	1	die Scheide	True	Scheide	6458
10	der Blütenkolben, -	la radicelle	False	Zoologie_Botanique	14	1	der Blütenkolben	True	Blütenkolben	6459
11	die Rispe, n ;rispenförmig	le poil absorbant	False	Zoologie_Botanique	14	1	die Rispe	True	Rispe	6460
12	die Blumenkrone, n	la coiffe	False	Zoologie_Botanique	14	1	die Blumenkrone	True	Blumenkrone	6461
13	"das Blütenblall, ""er"	la racine tubéreuse	False	Zoologie_Botanique	14	1	das Blütenblall	True	Blütenblall	6462
14	das Fruchtblatt	prendre racine	False	Zoologie_Botanique	14	1	das Fruchtblatt	True	Fruchtblatt	6463
15	die Braktee, n	avoir ses racines	False	Zoologie_Botanique	14	1	die Braktee	True	Braktee	6464
16	"das Staubblatt, ""er"	solidement enraciné	False	Zoologie_Botanique	14	1	das Staubblatt	True	Staubblatt	6465
17	der Staubfaden, ”	la tige 	False	Zoologie_Botanique	14	1	der Staubfaden	True	Staubfaden	6466
18	der Staubbeutel, -	sortir de terre	False	Zoologie_Botanique	14	1	der Staubbeutel	True	Staubbeutel	6467
19	der Blütenstaub/der Pollen, -	la pousse	False	Zoologie_Botanique	14	1	"der Blütenstaub
der"	True	"Blütenstaub
der"	6468
20	der Stempel, -	le drageon	False	Zoologie_Botanique	14	1	der Stempel	True	Stempel	6469
21	der Fruchtknoten, -	la tige 	False	Zoologie_Botanique	14	1	der Fruchtknoten	True	Fruchtknoten	6470
22	der Griffel, -	une plante acaule	False	Zoologie_Botanique	14	1	der Griffel	True	Griffel	6471
23	die Narbe, n	le rhizome	False	Zoologie_Botanique	14	1	die Narbe	True	Narbe	6472
24	die Blütezeit, das Blühen	le bulbe, l'oignon 	False	Zoologie_Botanique	14	1	die Blütezeit	True	Blütezeit	6473
25	blühen	le tubercule	False	Zoologie_Botanique	14	1		False		6474
26	das Aufblühen	la plante grimpante	False	Zoologie_Botanique	14	1	das Aufblühen	True	Aufblühen	6475
27	auf-springent, a, U	la plante sarmenteuse	False	Zoologie_Botanique	14	1		False		6476
28	auf-blühen*	la vrille	False	Zoologie_Botanique	14	1		False		6477
29	Der Baum steht vor der Blüte.	la liane	False	Zoologie_Botanique	14	1		False		6478
30	in (voller) Blüte stehen, a, a	le crampon	False	Zoologie_Botanique	14	1		False		6479
31	ein Baum voller Blüten	la racine aérienne	False	Zoologie_Botanique	14	1		False		6480
32	ein Blütenzweig	la plante volubile	False	Zoologie_Botanique	14	1		False		6481
33	eine blumige Wiese	la plante rampante	False	Zoologie_Botanique	14	1		False		6482
34	geblümt	le stolon, le coulant	False	Zoologie_Botanique	14	1		False		6483
35	großblütig ; rotblütig	l’épine , le piquant	False	Zoologie_Botanique	14	1		False		6484
36	blütentragend ; vielblütig	l’aiguillon , le piquant	False	Zoologie_Botanique	14	1		False		6485
37	"der Duft, ""e"	épineux, piquant	False	Zoologie_Botanique	14	1	der Duft	True	Duft	6486
38	einen Duft aus-strömen	le bourgeon	False	Zoologie_Botanique	14	1		False		6487
39	duftend ; wohlriechend	b. terminal ; b. axillaire	False	Zoologie_Botanique	14	1		False		6488
40	Diese Rose duftet.	le bouton, le bourgeon lora	False	Zoologie_Botanique	14	1		False		6489
41	Der Garten duftet nach Flieder.	l'œil, le bourgeon naissant	False	Zoologie_Botanique	14	1		False		6490
42	der Samen, -	bourgeonner itr	False	Zoologie_Botanique	14	1	der Samen	True	Samen	6491
43	"das Keimblatt, ""er"	le nœud ; l’entre-nœud 	False	Zoologie_Botanique	14	1	das Keimblatt	True	Keimblatt	6492
44	der Keim, e	la euille	False	Zoologie_Botanique	14	1	der Keim	True	Keim	6493
45	die Keimung, en; keimen	opposé ; alterne	False	Zoologie_Botanique	14	1	die Keimung	True	Keimung	6494
46	der Keimling, e	composé ; simple	False	Zoologie_Botanique	14	1	der Keimling	True	Keimling	6495
47	"die Frucht, ""e"	denté ; crénelé	False	Zoologie_Botanique	14	1	die Frucht	True	Frucht	6496
48	"die Fruchtwand, ""e"	lobé ; trilobé	False	Zoologie_Botanique	14	1	die Fruchtwand	True	Fruchtwand	6497
49	die Schale, n	palmé ; trifolié	False	Zoologie_Botanique	14	1	die Schale	True	Schale	6498
50	das Endokarp, 8	sagitté, lancéoié	False	Zoologie_Botanique	14	1	das Endokarp	True	Endokarp	6499
51	der Stiel, e	le pétile, la queue	False	Zoologie_Botanique	14	1	der Stiel	True	Stiel	6500
52	die fleischige Frucht	pédonculé ; sessile	False	Zoologie_Botanique	14	1		False		6501
53	das Fruchtfleisch	la stipule	False	Zoologie_Botanique	14	1	das Fruchtfleisch	True	Fruchtfleisch	6502
54	die Beere, n	le limbe	False	Zoologie_Botanique	14	1	die Beere	True	Beere	6503
55	der Kern, &	la nervure	False	Zoologie_Botanique	14	1	der Kern	True	Kern	6504
56	kernlos	la leur	False	Zoologie_Botanique	14	1		False		6505
57	die Steinfrucht	une tige à leur solitaire	False	Zoologie_Botanique	14	1	die Steinfrucht	True	Steinfrucht	6506
58	der Stein, e, der Kern	le pédoncule	False	Zoologie_Botanique	14	1	der Stein	True	Stein	6507
59	"die Nuss, ""e"		False	Zoologie_Botanique	14	1	die Nuss	True	Nuss	6508
60	die Trockanfrucht		False	Zoologie_Botanique	14	1	die Trockanfrucht	True	Trockanfrucht	6509
61	die Öffnungsfrucht, die Springfrucht		False	Zoologie_Botanique	14	1	die Öffnungsfrucht	True	Öffnungsfrucht	6510
62			False	Zoologie_Botanique	14	1		False		6511
0	der kleine Strauch, das Bäumchen, -	l'arbuste 	False	Zoologie_Botanique	15	0		False		6512
1	der Halbstrauch	le sous-arbrisseau	False	Zoologie_Botanique	15	0	der Halbstrauch	True	Halbstrauch	6513
2	die (Baum)krone, n	la couronne	False	Zoologie_Botanique	15	0	die (Baum)krone	True	(Baum)krone	6514
3	der Wipfel, -	la cime	False	Zoologie_Botanique	15	0	der Wipfel	True	Wipfel	6515
4	"der Ast, ""e"	la branche 	False	Zoologie_Botanique	15	0	der Ast	True	Ast	6516
5	das Geäst/das Astwerk	le branchage, la ramure	False	Zoologie_Botanique	15	0	"das Geäst
das"	True	"Geäst
das"	6517
6	der Zweig, e	la branche	False	Zoologie_Botanique	15	0	der Zweig	True	Zweig	6518
7	der kleine Zweig	le rameau	False	Zoologie_Botanique	15	0		False		6519
8	die Verästelung, en, die Verzweigung, en	la ramification	False	Zoologie_Botanique	15	0	die Verästelung	True	Verästelung	6520
9	sich verzweigen	se ramifier	False	Zoologie_Botanique	15	0		False		6521
10	das Reis, er	la jeune branche, la ramille	False	Zoologie_Botanique	15	0	das Reis	True	Reis	6522
11	der Wuchs	le port	False	Zoologie_Botanique	15	0	der Wuchs	True	Wuchs	6523
12	"der Stamm, ""®"	le tronc, le üt	False	Zoologie_Botanique	15	0	der Stamm	True	Stamm	6524
13	die Rinde, n, die Borke, n	l'écorce 	False	Zoologie_Botanique	15	0	die Rinde	True	Rinde	6525
14	der Kork, e	le liège	False	Zoologie_Botanique	15	0	der Kork	True	Kork	6526
15	die Lentizellen fo!	les lenticelles 	False	Zoologie_Botanique	15	0	die Lentizellen	True	Lentizellen	6527
16	der Bast, e	le liber	False	Zoologie_Botanique	15	0	der Bast	True	Bast	6528
17	"das Holz, ""er"	le bois	False	Zoologie_Botanique	15	0	das Holz	True	Holz	6529
18	das Kambium, ien	le cambium	False	Zoologie_Botanique	15	0	das Kambium	True	Kambium	6530
19	der Splint, e/das Splintholz	l'aubier 	False	Zoologie_Botanique	15	0	der Splint	True	Splint	6531
20	das Kernholz	le bois de cœur	False	Zoologie_Botanique	15	0	das Kernholz	True	Kernholz	6532
21	das Mark	la oelle	False	Zoologie_Botanique	15	0	das Mark	True	Mark	6533
22	der Markstrahl, en	le rayon édullaire	False	Zoologie_Botanique	15	0	der Markstrahl	True	Markstrahl	6534
23	die Markröhre, n	le vaisseau édullaire	False	Zoologie_Botanique	15	0	die Markröhre	True	Markröhre	6535
24	der Jahresring, e	le cerne annuel	False	Zoologie_Botanique	15	0	der Jahresring	True	Jahresring	6536
25	holzig, Holz-	ligneux	False	Zoologie_Botanique	15	0		False		6537
26	die Verholzung	la lignification	False	Zoologie_Botanique	15	0	die Verholzung	True	Verholzung	6538
27	sich verholzen	se lignifier	False	Zoologie_Botanique	15	0		False		6539
28	die Laubbäume mpl	les euillus 	False	Zoologie_Botanique	15	0	die Laubbäume	True	Laubbäume	6540
29	das Laub(werk)	le euillage	False	Zoologie_Botanique	15	0	das Laub(werk)	True	Laub(werk)	6541
30	immergrün	sempervirent/à euillage	False	Zoologie_Botanique	15	0		False		6542
31	sommergrün/mit jährlichem Laubfall	persistant	False	Zoologie_Botanique	15	0		False		6543
32	mit dem Laubfall	caducifolié/à euillage caduc	False	Zoologie_Botanique	15	0		False		6544
33	die dürren Blätter npl	à la chute des euilles	False	Zoologie_Botanique	15	0		False		6545
34	der kahle Baum	les euilles ortes	False	Zoologie_Botanique	15	0		False		6546
35	die Nadelbäume, die Nadelhölzer npi	l'arbre dépouillé, dénudé	False	Zoologie_Botanique	15	0	die Nadelbäume	True	Nadelbäume	6547
36	die Nadel, n	les conifères 	False	Zoologie_Botanique	15	0	die Nadel	True	Nadel	6548
37	der Zapfen; der Kiefernzapfen, -	Paiguille 	False	Zoologie_Botanique	15	0	"der Zapfen
der"	True	"Zapfen
der"	6549
38	mit hängenden Zapfen	le cône; la pomme de pin	False	Zoologie_Botanique	15	0		False		6550
39	mit aufrechtstehenden Zapfen	à cônes pendants	False	Zoologie_Botanique	15	0		False		6551
40	die Schuppe, n	à cônes dressés	False	Zoologie_Botanique	15	0	die Schuppe	True	Schuppe	6552
41	das Harz, e ; harzig	l'écaille 	False	Zoologie_Botanique	15	0	das Harz	True	Harz	6553
42	"der Wald, ""er"	la résine ; résineux	False	Zoologie_Botanique	15	0	der Wald	True	Wald	6554
43	der Mischwald	la orêt, le bois	False	Zoologie_Botanique	15	0	der Mischwald	True	Mischwald	6555
44	der Urwald ; der Dschungel, -	la orêt à essences ixtes	False	Zoologie_Botanique	15	0	"der Urwald
der"	True	"Urwald
der"	6556
45	"der Waldbaum, ""e"	la orêt vierge ; la jungle	False	Zoologie_Botanique	15	0	der Waldbaum	True	Waldbaum	6557
46	das Gehölz, &	l'arbre orestier	False	Zoologie_Botanique	15	0	das Gehölz	True	Gehölz	6558
47	der Hochwald ; der Niederwald	le petit bois, le bosquet	False	Zoologie_Botanique	15	0	"der Hochwald
der"	True	"Hochwald
der"	6559
48	der Mittelwald	la utaie ; le taillis	False	Zoologie_Botanique	15	0	der Mittelwald	True	Mittelwald	6560
49	das Unterholz	le taillis sous utaie	False	Zoologie_Botanique	15	0	das Unterholz	True	Unterholz	6561
50	das Dickicht, e	le sous-bois	False	Zoologie_Botanique	15	0	das Dickicht	True	Dickicht	6562
51	das Gestrüpp, e	le ourré, le hallier	False	Zoologie_Botanique	15	0	das Gestrüpp	True	Gestrüpp	6563
52	die Lichtung, en	les broussailles 	False	Zoologie_Botanique	15	0	die Lichtung	True	Lichtung	6564
