	German_voc	French_voc	Aligned	Thème	Page	Rectangle	German_Noun	is_taken	Nom_recherché
15	Wurzeln schlagen, u, a, ä	bractée	False	Zoologie_Botanique	14	0		False	
16	wurzeln (in+D)	'étamine 	False	Zoologie_Botanique	14	0		False	
17	fest verwurzelt	ilet	False	Zoologie_Botanique	14	0		False	
18	die Sprossachse, n	’anthère 	False	Zoologie_Botanique	14	0	die Sprossachse	True	Sprossachse
19	sprießen*, 0, 0	le pollen	False	Zoologie_Botanique	14	0		False	
20	der Spross, e, der Trieb, e	pistil	False	Zoologie_Botanique	14	0	der Spross	True	Spross
21	der Wurzelspross/der Wurzelschössling, e	’ovaire 	False	Zoologie_Botanique	14	0	"der Wurzelspross
der"	True	"Wurzelspross
der"
22	der Stängel, -, der Stiel, e	style	False	Zoologie_Botanique	14	0	der Stängel	True	Stängel
23	eine stängellose Pflanze	le stigmate	False	Zoologie_Botanique	14	0		False	
24	"der Wurzelstock, ""e"	la loraison	False	Zoologie_Botanique	14	0	der Wurzelstock	True	Wurzelstock
25	die Zwiebel, n	fleurir	False	Zoologie_Botanique	14	0	die Zwiebel	True	Zwiebel
26	die Sprossknolle, n	l’éclosion 	False	Zoologie_Botanique	14	0	die Sprossknolle	True	Sprossknolle
27	die Kletterpflanze	éclater, éclore	False	Zoologie_Botanique	14	0	die Kletterpflanze	True	Kletterpflanze
28	die Rankenpflanze	s'épanouir	False	Zoologie_Botanique	14	0	die Rankenpflanze	True	Rankenpflanze
29	die Ranke, n	L'arbre va leurir.	False	Zoologie_Botanique	14	0	die Ranke	True	Ranke
30	die Liane, n	être en ileur	False	Zoologie_Botanique	14	0	die Liane	True	Liane
31	die Haftwurzel, n	un arbre couvert de leurs	False	Zoologie_Botanique	14	0	die Haftwurzel	True	Haftwurzel
32	die Luftwurzel	un rameau en leur	False	Zoologie_Botanique	14	0	die Luftwurzel	True	Luftwurzel
33	die Windepflanze	une prairie leurie	False	Zoologie_Botanique	14	0	die Windepflanze	True	Windepflanze
34	die Kriechpflanze	à leurs, leuri 	False	Zoologie_Botanique	14	0	die Kriechpflanze	True	Kriechpflanze
35	der Ausläufer, -	à grandes leurs ; à l, rouge	False	Zoologie_Botanique	14	0	der Ausläufer	True	Ausläufer
36	"der Dorn, en/""er"	florifère ; ultiflore	False	Zoologie_Botanique	14	0	der Dorn	True	Dorn
37	der Stachel, n	le parfum	False	Zoologie_Botanique	14	0	der Stachel	True	Stachel
38	dornig, stachelig	dégager/exhaler un parfum	False	Zoologie_Botanique	14	0		False	
39	die (Blatt)knospe, n	parfumé ; odor(iférjant	False	Zoologie_Botanique	14	0	die (Blatt)knospe	True	(Blatt)knospe
40	Endknospe ; Achselknospe	GCetie rose embaume.	False	Zoologie_Botanique	14	0		False	
41	die (Blüten)knospe	Le jardin embaume le lilas.	False	Zoologie_Botanique	14	0	die (Blüten)knospe	True	(Blüten)knospe
42	"das Auge, n, der Knospenansatz, ""e"	la graine	False	Zoologie_Botanique	14	0	das Auge	True	Auge
43	Knospen treiben, ie, ie	le cotylédon	False	Zoologie_Botanique	14	0		False	
44	der Knoten, - ; das Internodium, ien	le germe	False	Zoologie_Botanique	14	0	der Knoten	True	Knoten
45	"das Blatt, ""er"	la germination; germer	False	Zoologie_Botanique	14	0	das Blatt	True	Blatt
46	gegenständig ; wechselständig	la plantule	False	Zoologie_Botanique	14	0		False	
47	zusammengesetzt ; einfach	le ruit 	False	Zoologie_Botanique	14	0		False	
48	gesägt ; gekerbt	le péricarpe	False	Zoologie_Botanique	14	0		False	
49	gelappt ; dreilappig	la peau	False	Zoologie_Botanique	14	0		False	
50	gefingert ; dreiblättrig	lendocarpe 	False	Zoologie_Botanique	14	0		False	
51	pfeiltörmig	le pédoncule, la queue	False	Zoologie_Botanique	14	0		False	
52	der Blattstiel, e, der Blattstängel, -	le ruit charnu	False	Zoologie_Botanique	14	0	der Blattstiel	True	Blattstiel
53	gestielt ; ungestielt	la chair, la pulpe	False	Zoologie_Botanique	14	0		False	
54	das Nebenblatt	la baie	False	Zoologie_Botanique	14	0	das Nebenblatt	True	Nebenblatt
55	die Spreite, n	le pépin	False	Zoologie_Botanique	14	0	die Spreite	True	Spreite
56	die (Blat/rippe, n, die (Blatt)ader, n	sans pépins	False	Zoologie_Botanique	14	0		False	
57	die Blume, n/die Blüte, n	la drupe, le ruit à noyau	False	Zoologie_Botanique	14	0	die Blume	True	Blume
58	ein einblütiger Stängel	le noyau	False	Zoologie_Botanique	14	0		False	
59	die Blütenachse, n	l’amande 	False	Zoologie_Botanique	14	0	die Blütenachse	True	Blütenachse
60		le ruit sec	False	Zoologie_Botanique	14	0		False	
61		le ruit déhiscent	False	Zoologie_Botanique	14	0		False	
62		 	False	Zoologie_Botanique	14	0		False	
63			False	Zoologie_Botanique	14	0		False	
0	"der Blütenstand, ""e"	la plante, le végétal	False	Zoologie_Botanique	14	1	der Blütenstand	True	Blütenstand
1	die Traube, n	monoïque ; dioïque	False	Zoologie_Botanique	14	1	die Traube	True	Traube
2	die Dolde, n	annuel ; bisannuel	False	Zoologie_Botanique	14	1	die Dolde	True	Dolde
3	die Trugdolde	vivace, pluriannuel	False	Zoologie_Botanique	14	1	die Trugdolde	True	Trugdolde
4	die Doldentraube, n	la plante herbacée vivace	False	Zoologie_Botanique	14	1	die Doldentraube	True	Doldentraube
5	das Körbchen, -, das Köpfchen, -	la plante aquatique	False	Zoologie_Botanique	14	1	das Körbchen	True	Körbchen
6	die Ähre, n ; das Ährchen, -	la plante carnivore	False	Zoologie_Botanique	14	1	die Ähre	True	Ähre
7	das Kätzchen, -	la pl. épiphyte/l'épiphyte 	False	Zoologie_Botanique	14	1	das Kätzchen	True	Kätzchen
8	"der Kelch, e ; das Kelchblatt, ""er"	la racine ; la r, principale ; la r, adventive	False	Zoologie_Botanique	14	1	der Kelch	True	Kelch
9	die Scheide, n	la racine pivotante/le pivot	False	Zoologie_Botanique	14	1	die Scheide	True	Scheide
10	der Blütenkolben, -	la radicelle	False	Zoologie_Botanique	14	1	der Blütenkolben	True	Blütenkolben
11	die Rispe, n ;rispenförmig	le poil absorbant	False	Zoologie_Botanique	14	1	die Rispe	True	Rispe
12	die Blumenkrone, n	la coiffe	False	Zoologie_Botanique	14	1	die Blumenkrone	True	Blumenkrone
13	"das Blütenblall, ""er"	la racine tubéreuse	False	Zoologie_Botanique	14	1	das Blütenblall	True	Blütenblall
14	das Fruchtblatt	prendre racine	False	Zoologie_Botanique	14	1	das Fruchtblatt	True	Fruchtblatt
15	die Braktee, n	avoir ses racines	False	Zoologie_Botanique	14	1	die Braktee	True	Braktee
16	"das Staubblatt, ""er"	solidement enraciné	False	Zoologie_Botanique	14	1	das Staubblatt	True	Staubblatt
17	der Staubfaden, ”	la tige 	False	Zoologie_Botanique	14	1	der Staubfaden	True	Staubfaden
18	der Staubbeutel, -	sortir de terre	False	Zoologie_Botanique	14	1	der Staubbeutel	True	Staubbeutel
19	der Blütenstaub/der Pollen, -	la pousse	False	Zoologie_Botanique	14	1	"der Blütenstaub
der"	True	"Blütenstaub
der"
20	der Stempel, -	le drageon	False	Zoologie_Botanique	14	1	der Stempel	True	Stempel
21	der Fruchtknoten, -	la tige 	False	Zoologie_Botanique	14	1	der Fruchtknoten	True	Fruchtknoten
22	der Griffel, -	une plante acaule	False	Zoologie_Botanique	14	1	der Griffel	True	Griffel
23	die Narbe, n	le rhizome	False	Zoologie_Botanique	14	1	die Narbe	True	Narbe
24	die Blütezeit, das Blühen	le bulbe, l'oignon 	False	Zoologie_Botanique	14	1	die Blütezeit	True	Blütezeit
25	blühen	le tubercule	False	Zoologie_Botanique	14	1		False	
26	das Aufblühen	la plante grimpante	False	Zoologie_Botanique	14	1	das Aufblühen	True	Aufblühen
27	auf-springent, a, U	la plante sarmenteuse	False	Zoologie_Botanique	14	1		False	
28	auf-blühen*	la vrille	False	Zoologie_Botanique	14	1		False	
29	Der Baum steht vor der Blüte.	la liane	False	Zoologie_Botanique	14	1		False	
30	in (voller) Blüte stehen, a, a	le crampon	False	Zoologie_Botanique	14	1		False	
31	ein Baum voller Blüten	la racine aérienne	False	Zoologie_Botanique	14	1		False	
32	ein Blütenzweig	la plante volubile	False	Zoologie_Botanique	14	1		False	
33	eine blumige Wiese	la plante rampante	False	Zoologie_Botanique	14	1		False	
34	geblümt	le stolon, le coulant	False	Zoologie_Botanique	14	1		False	
35	großblütig ; rotblütig	l’épine , le piquant	False	Zoologie_Botanique	14	1		False	
36	blütentragend ; vielblütig	l’aiguillon , le piquant	False	Zoologie_Botanique	14	1		False	
37	"der Duft, ""e"	épineux, piquant	False	Zoologie_Botanique	14	1	der Duft	True	Duft
38	einen Duft aus-strömen	le bourgeon	False	Zoologie_Botanique	14	1		False	
39	duftend ; wohlriechend	b. terminal ; b. axillaire	False	Zoologie_Botanique	14	1		False	
40	Diese Rose duftet.	le bouton, le bourgeon lora	False	Zoologie_Botanique	14	1		False	
41	Der Garten duftet nach Flieder.	l'œil, le bourgeon naissant	False	Zoologie_Botanique	14	1		False	
42	der Samen, -	bourgeonner itr	False	Zoologie_Botanique	14	1	der Samen	True	Samen
43	"das Keimblatt, ""er"	le nœud ; l’entre-nœud 	False	Zoologie_Botanique	14	1	das Keimblatt	True	Keimblatt
44	der Keim, e	la euille	False	Zoologie_Botanique	14	1	der Keim	True	Keim
45	die Keimung, en; keimen	opposé ; alterne	False	Zoologie_Botanique	14	1	die Keimung	True	Keimung
46	der Keimling, e	composé ; simple	False	Zoologie_Botanique	14	1	der Keimling	True	Keimling
47	"die Frucht, ""e"	denté ; crénelé	False	Zoologie_Botanique	14	1	die Frucht	True	Frucht
48	"die Fruchtwand, ""e"	lobé ; trilobé	False	Zoologie_Botanique	14	1	die Fruchtwand	True	Fruchtwand
49	die Schale, n	palmé ; trifolié	False	Zoologie_Botanique	14	1	die Schale	True	Schale
50	das Endokarp, 8	sagitté, lancéoié	False	Zoologie_Botanique	14	1	das Endokarp	True	Endokarp
51	der Stiel, e	le pétile, la queue	False	Zoologie_Botanique	14	1	der Stiel	True	Stiel
52	die fleischige Frucht	pédonculé ; sessile	False	Zoologie_Botanique	14	1		False	
53	das Fruchtfleisch	la stipule	False	Zoologie_Botanique	14	1	das Fruchtfleisch	True	Fruchtfleisch
54	die Beere, n	le limbe	False	Zoologie_Botanique	14	1	die Beere	True	Beere
55	der Kern, &	la nervure	False	Zoologie_Botanique	14	1	der Kern	True	Kern
56	kernlos	la leur	False	Zoologie_Botanique	14	1		False	
57	die Steinfrucht	une tige à leur solitaire	False	Zoologie_Botanique	14	1	die Steinfrucht	True	Steinfrucht
58	der Stein, e, der Kern	le pédoncule	False	Zoologie_Botanique	14	1	der Stein	True	Stein
59	"die Nuss, ""e"		False	Zoologie_Botanique	14	1	die Nuss	True	Nuss
60	die Trockanfrucht		False	Zoologie_Botanique	14	1	die Trockanfrucht	True	Trockanfrucht
61	die Öffnungsfrucht, die Springfrucht		False	Zoologie_Botanique	14	1	die Öffnungsfrucht	True	Öffnungsfrucht
62			False	Zoologie_Botanique	14	1		False	
0	der kleine Strauch, das Bäumchen, -	l'arbuste 	False	Zoologie_Botanique	15	0		False	
1	der Halbstrauch	le sous-arbrisseau	False	Zoologie_Botanique	15	0	der Halbstrauch	True	Halbstrauch
2	die (Baum)krone, n	la couronne	False	Zoologie_Botanique	15	0	die (Baum)krone	True	(Baum)krone
3	der Wipfel, -	la cime	False	Zoologie_Botanique	15	0	der Wipfel	True	Wipfel
4	"der Ast, ""e"	la branche 	False	Zoologie_Botanique	15	0	der Ast	True	Ast
5	das Geäst/das Astwerk	le branchage, la ramure	False	Zoologie_Botanique	15	0	"das Geäst
das"	True	"Geäst
das"
6	der Zweig, e	la branche	False	Zoologie_Botanique	15	0	der Zweig	True	Zweig
7	der kleine Zweig	le rameau	False	Zoologie_Botanique	15	0		False	
8	die Verästelung, en, die Verzweigung, en	la ramification	False	Zoologie_Botanique	15	0	die Verästelung	True	Verästelung
9	sich verzweigen	se ramifier	False	Zoologie_Botanique	15	0		False	
10	das Reis, er	la jeune branche, la ramille	False	Zoologie_Botanique	15	0	das Reis	True	Reis
11	der Wuchs	le port	False	Zoologie_Botanique	15	0	der Wuchs	True	Wuchs
12	"der Stamm, ""®"	le tronc, le üt	False	Zoologie_Botanique	15	0	der Stamm	True	Stamm
13	die Rinde, n, die Borke, n	l'écorce 	False	Zoologie_Botanique	15	0	die Rinde	True	Rinde
14	der Kork, e	le liège	False	Zoologie_Botanique	15	0	der Kork	True	Kork
15	die Lentizellen fo!	les lenticelles 	False	Zoologie_Botanique	15	0	die Lentizellen	True	Lentizellen
16	der Bast, e	le liber	False	Zoologie_Botanique	15	0	der Bast	True	Bast
17	"das Holz, ""er"	le bois	False	Zoologie_Botanique	15	0	das Holz	True	Holz
18	das Kambium, ien	le cambium	False	Zoologie_Botanique	15	0	das Kambium	True	Kambium
19	der Splint, e/das Splintholz	l'aubier 	False	Zoologie_Botanique	15	0	der Splint	True	Splint
20	das Kernholz	le bois de cœur	False	Zoologie_Botanique	15	0	das Kernholz	True	Kernholz
21	das Mark	la oelle	False	Zoologie_Botanique	15	0	das Mark	True	Mark
22	der Markstrahl, en	le rayon édullaire	False	Zoologie_Botanique	15	0	der Markstrahl	True	Markstrahl
23	die Markröhre, n	le vaisseau édullaire	False	Zoologie_Botanique	15	0	die Markröhre	True	Markröhre
24	der Jahresring, e	le cerne annuel	False	Zoologie_Botanique	15	0	der Jahresring	True	Jahresring
25	holzig, Holz-	ligneux	False	Zoologie_Botanique	15	0		False	
26	die Verholzung	la lignification	False	Zoologie_Botanique	15	0	die Verholzung	True	Verholzung
27	sich verholzen	se lignifier	False	Zoologie_Botanique	15	0		False	
28	die Laubbäume mpl	les euillus 	False	Zoologie_Botanique	15	0	die Laubbäume	True	Laubbäume
29	das Laub(werk)	le euillage	False	Zoologie_Botanique	15	0	das Laub(werk)	True	Laub(werk)
30	immergrün	sempervirent/à euillage	False	Zoologie_Botanique	15	0		False	
31	sommergrün/mit jährlichem Laubfall	persistant	False	Zoologie_Botanique	15	0		False	
32	mit dem Laubfall	caducifolié/à euillage caduc	False	Zoologie_Botanique	15	0		False	
33	die dürren Blätter npl	à la chute des euilles	False	Zoologie_Botanique	15	0		False	
34	der kahle Baum	les euilles ortes	False	Zoologie_Botanique	15	0		False	
35	die Nadelbäume, die Nadelhölzer npi	l'arbre dépouillé, dénudé	False	Zoologie_Botanique	15	0	die Nadelbäume	True	Nadelbäume
36	die Nadel, n	les conifères 	False	Zoologie_Botanique	15	0	die Nadel	True	Nadel
37	der Zapfen; der Kiefernzapfen, -	Paiguille 	False	Zoologie_Botanique	15	0	"der Zapfen
der"	True	"Zapfen
der"
38	mit hängenden Zapfen	le cône; la pomme de pin	False	Zoologie_Botanique	15	0		False	
39	mit aufrechtstehenden Zapfen	à cônes pendants	False	Zoologie_Botanique	15	0		False	
40	die Schuppe, n	à cônes dressés	False	Zoologie_Botanique	15	0	die Schuppe	True	Schuppe
41	das Harz, e ; harzig	l'écaille 	False	Zoologie_Botanique	15	0	das Harz	True	Harz
42	"der Wald, ""er"	la résine ; résineux	False	Zoologie_Botanique	15	0	der Wald	True	Wald
43	der Mischwald	la orêt, le bois	False	Zoologie_Botanique	15	0	der Mischwald	True	Mischwald
44	der Urwald ; der Dschungel, -	la orêt à essences ixtes	False	Zoologie_Botanique	15	0	"der Urwald
der"	True	"Urwald
der"
45	"der Waldbaum, ""e"	la orêt vierge ; la jungle	False	Zoologie_Botanique	15	0	der Waldbaum	True	Waldbaum
46	das Gehölz, &	l'arbre orestier	False	Zoologie_Botanique	15	0	das Gehölz	True	Gehölz
47	der Hochwald ; der Niederwald	le petit bois, le bosquet	False	Zoologie_Botanique	15	0	"der Hochwald
der"	True	"Hochwald
der"
48	der Mittelwald	la utaie ; le taillis	False	Zoologie_Botanique	15	0	der Mittelwald	True	Mittelwald
49	das Unterholz	le taillis sous utaie	False	Zoologie_Botanique	15	0	das Unterholz	True	Unterholz
50	das Dickicht, e	le sous-bois	False	Zoologie_Botanique	15	0	das Dickicht	True	Dickicht
51	das Gestrüpp, e	le ourré, le hallier	False	Zoologie_Botanique	15	0	das Gestrüpp	True	Gestrüpp
52	die Lichtung, en	les broussailles 	False	Zoologie_Botanique	15	0	die Lichtung	True	Lichtung
53	"der Waldrand, ""er"	la clairière, la trouée	False	Zoologie_Botanique	15	0	der Waldrand	True	Waldrand
54	die Baumgruppe, n	la lisière/l'orée du bois	False	Zoologie_Botanique	15	0	die Baumgruppe	True	Baumgruppe
55	"der Busch, ""e ; das Gebüsch, e"	le bouquet d'arbres, le bosquet	False	Zoologie_Botanique	15	0	der Busch	True	Busch
56	der Buschwald	le buisson ; les buissons	False	Zoologie_Botanique	15	0	der Buschwald	True	Buschwald
57	die Macchia/Macchie, len	la brousse	False	Zoologie_Botanique	15	0	"die Macchia
die"	True	"Macchia
die"
58	die Hecke, n	le aquis	False	Zoologie_Botanique	15	0	die Hecke	True	Hecke
59	Bäume mpl	la haie	False	Zoologie_Botanique	15	0		False	
60		arbres 	False	Zoologie_Botanique	15	0		False	
61			False	Zoologie_Botanique	15	0		False	
0	die Balgfrucht	le ollicule	False	Zoologie_Botanique	15	1	die Balgfrucht	True	Balgfrucht
1	die Hülse, n	la gousse	False	Zoologie_Botanique	15	1	die Hülse	True	Hülse
2	die Schote, n	la silique	False	Zoologie_Botanique	15	1	die Schote	True	Schote
3	die Kapsel, n	la capsule	False	Zoologie_Botanique	15	1	die Kapsel	True	Kapsel
4	die Schließfrucht	le ruit indéhiscent	False	Zoologie_Botanique	15	1	die Schließfrucht	True	Schließfrucht
5	der Samenkern, e	l’akène 	False	Zoologie_Botanique	15	1	der Samenkern	True	Samenkern
6	die Flügelfrucht	la samare 	False	Zoologie_Botanique	15	1	die Flügelfrucht	True	Flügelfrucht
7	die Sammelfrucht	le ruit composé	False	Zoologie_Botanique	15	1	die Sammelfrucht	True	Sammelfrucht
8	die Scheinfrucht	le aux ruit	False	Zoologie_Botanique	15	1	die Scheinfrucht	True	Scheinfrucht
9	das Reifen	la aturation	False	Zoologie_Botanique	15	1	das Reifen	True	Reifen
10	die Reife	la aturité	False	Zoologie_Botanique	15	1	die Reife	True	Reife
11	reif werden, (aus-reifen*	mûrir	False	Zoologie_Botanique	15	1		False	
12	reif , unreif	mûr ; pas ûr, vert	False	Zoologie_Botanique	15	1		False	
13	überreif	trop ûr, blet	False	Zoologie_Botanique	15	1		False	
14	fleckig	tavelé	False	Zoologie_Botanique	15	1		False	
15	fruchtig	fruité	False	Zoologie_Botanique	15	1		False	
16	schmelzend ; saftig	fondant ; juteux	False	Zoologie_Botanique	15	1		False	
17	wässerig	aqueux	False	Zoologie_Botanique	15	1		False	
18	mehlig	farineux	False	Zoologie_Botanique	15	1		False	
19	> dickschalig ; dünnschalig	à peau épaisse ; à peau in	False	Zoologie_Botanique	15	1		False	
20	"der Saft, ""e"	la sève	False	Zoologie_Botanique	15	1	der Saft	True	Saft
21	der Rohsaft	la sève brute	False	Zoologie_Botanique	15	1	der Rohsaft	True	Rohsaft
22	der aufbereitete Saft	la sève élaborée	False	Zoologie_Botanique	15	1		False	
23	die Photosynthese	la phoiosynthèse	False	Zoologie_Botanique	15	1	die Photosynthese	True	Photosynthese
24	das Blattgrün/das Chlorophyll	la chlorophylle	False	Zoologie_Botanique	15	1	"das Blattgrün
das"	True	"Blattgrün
das"
25	das Wachstum	la croissance	False	Zoologie_Botanique	15	1	das Wachstum	True	Wachstum
26	wachsen‘, u, a,ä	pousser	False	Zoologie_Botanique	15	1		False	
27	(auf-)schießen*, o, 0	pousser vite ; onter en graine	False	Zoologie_Botanique	15	1		False	
28	gut gedeihen*, ie, ie	pousser bien, venir bien	False	Zoologie_Botanique	15	1		False	
29	wuchern*	proliférer	False	Zoologie_Botanique	15	1		False	
30	verblühen* ; das Verblühen	défleurir ; la défloraison	False	Zoologie_Botanique	15	1		False	
31	verwelken*	se aner	False	Zoologie_Botanique	15	1		False	
32	vertrocknen*, verdorren*	se dessécher	False	Zoologie_Botanique	15	1		False	
33	verkümmern*	dépérir	False	Zoologie_Botanique	15	1		False	
34	stiolieren*, vergeilen*	s’étiler	False	Zoologie_Botanique	15	1		False	
35	ein-gehen, i, a*	crever	False	Zoologie_Botanique	15	1		False	
36	die Fortpflanzung (der Pflanzen)	la reproduction	False	Zoologie_Botanique	15	1		False	
37	sich vermehren	se ultiplier	False	Zoologie_Botanique	15	1		False	
38	die Knospung	la gemmation	False	Zoologie_Botanique	15	1	die Knospung	True	Knospung
39	die Selbstbestäubung, en	la pollinisation directe	False	Zoologie_Botanique	15	1	die Selbstbestäubung	True	Selbstbestäubung
40	die Fremdbestäubung	la p. indirecte/croisée	False	Zoologie_Botanique	15	1	die Fremdbestäubung	True	Fremdbestäubung
41	die Befruchtung, en	la écondation	False	Zoologie_Botanique	15	1	die Befruchtung	True	Befruchtung
42	fruchtbar ; unfruchtbar	fécond ; stérile	False	Zoologie_Botanique	15	1		False	
43	die Fruchtentwicklung	la ructification	False	Zoologie_Botanique	15	1	die Fruchtentwicklung	True	Fruchtentwicklung
44	Früchte tragen, u, a, ä	fructifier it, porter des ruits	False	Zoologie_Botanique	15	1		False	
45	die Schmarotzerpflanze, n	la plante parasite	False	Zoologie_Botanique	15	1	die Schmarotzerpflanze	True	Schmarotzerpflanze
46	der Falsche Mehltau	le ildiou	False	Zoologie_Botanique	15	1	der Falsche	True	Falsche
47	der Echte Mehltau	l'oïdium , le blanc	False	Zoologie_Botanique	15	1	der Echte	True	Echte
48	der Brand/die Brandkrankheit	la rouille	False	Zoologie_Botanique	15	1	"der Brand
die"	True	"Brand
die"
49	der Mutterkornpilz, e	le claviceps	False	Zoologie_Botanique	15	1	der Mutterkornpilz	True	Mutterkornpilz
